2015-05-31,75
2015-06-07,69
2015-06-14,65
2015-06-21,65
2015-06-28,63
2015-07-05,64
2015-07-12,64
2015-07-19,63
2015-07-26,63
2015-08-02,63
2015-08-09,65
2015-08-16,70
2015-08-23,75
2015-08-30,85
2015-09-06,83
2015-09-13,85
2015-09-20,84
2015-09-27,86
2015-10-04,85
2015-10-11,81
2015-10-18,85
2015-10-25,85
2015-11-01,83
2015-11-08,82
2015-11-15,86
2015-11-22,67
2015-11-29,85
2015-12-06,84
2015-12-13,81
2015-12-20,61
2015-12-27,56
2016-01-03,64
2016-01-10,64
2016-01-17,63
2016-01-24,67
2016-01-31,67
2016-02-07,67
2016-02-14,63
2016-02-21,69
2016-02-28,67
2016-03-06,68
2016-03-13,65
2016-03-20,70
2016-03-27,62
2016-04-03,65
2016-04-10,65
2016-04-17,65
2016-04-24,65
2016-05-01,65
2016-05-08,64
2016-05-15,66
2016-05-22,60
2016-05-29,56
2016-06-05,55
2016-06-12,51
2016-06-19,49
2016-06-26,48
2016-07-03,46
2016-07-10,48
2016-07-17,46
2016-07-24,46
2016-07-31,47
2016-08-07,48
2016-08-14,53
2016-08-21,58
2016-08-28,61
2016-09-04,62
2016-09-11,68
2016-09-18,68
2016-09-25,70
2016-10-02,66
2016-10-09,65
2016-10-16,68
2016-10-23,69
2016-10-30,69
2016-11-06,63
2016-11-13,69
2016-11-20,52
2016-11-27,69
2016-12-04,68
2016-12-11,65
2016-12-18,53
2016-12-25,43
2017-01-01,56
2017-01-08,63
2017-01-15,61
2017-01-22,65
2017-01-29,67
2017-02-05,65
2017-02-12,66
2017-02-19,62
2017-02-26,65
2017-03-05,66
2017-03-12,61
2017-03-19,62
2017-03-26,62
2017-04-02,62
2017-04-09,56
2017-04-16,60
2017-04-23,66
2017-04-30,66
2017-05-07,65
2017-05-14,64
2017-05-21,59
2017-05-28,53
2017-06-04,51
2017-06-11,47
2017-06-18,45
2017-06-25,44
2017-07-02,41
2017-07-09,43
2017-07-16,43
2017-07-23,43
2017-07-30,43
2017-08-06,45
2017-08-13,48
2017-08-20,53
2017-08-27,59
2017-09-03,58
2017-09-10,65
2017-09-17,67
2017-09-24,70
2017-10-01,69
2017-10-08,64
2017-10-15,68
2017-10-22,67
2017-10-29,64
2017-11-05,63
2017-11-12,68
2017-11-19,50
2017-11-26,68
2017-12-03,69
2017-12-10,66
2017-12-17,56
2017-12-24,41
2017-12-31,47
2018-01-07,60
2018-01-14,61
2018-01-21,64
2018-01-28,66
2018-02-04,63
2018-02-11,64
2018-02-18,59
2018-02-25,65
2018-03-04,64
2018-03-11,60
2018-03-18,61
2018-03-25,55
2018-04-01,55
2018-04-08,60
2018-04-15,60
2018-04-22,61
2018-04-29,61
2018-05-06,62
2018-05-13,60
2018-05-20,56
2018-05-27,49
2018-06-03,48
2018-06-10,44
2018-06-17,40
2018-06-24,39
2018-07-01,37
2018-07-08,38
2018-07-15,38
2018-07-22,39
2018-07-29,39
2018-08-05,40
2018-08-12,45
2018-08-19,51
2018-08-26,58
2018-09-02,57
2018-09-09,63
2018-09-16,64
2018-09-23,66
2018-09-30,63
2018-10-07,59
2018-10-14,63
2018-10-21,62
2018-10-28,67
2018-11-04,61
2018-11-11,61
2018-11-18,45
2018-11-25,64
2018-12-02,65
2018-12-09,64
2018-12-16,55
2018-12-23,35
2018-12-30,40
2019-01-06,58
2019-01-13,59
2019-01-20,55
2019-01-27,57
2019-02-03,60
2019-02-10,58
2019-02-17,54
2019-02-24,59
2019-03-03,58
2019-03-10,57
2019-03-17,58
2019-03-24,56
2019-03-31,55
2019-04-07,58
2019-04-14,53
2019-04-21,56
2019-04-28,60
2019-05-05,60
2019-05-12,60
2019-05-19,55
2019-05-26,49
2019-06-02,48
2019-06-09,43
2019-06-16,41
2019-06-23,39
2019-06-30,36
2019-07-07,39
2019-07-14,38
2019-07-21,38
2019-07-28,38
2019-08-04,40
2019-08-11,44
2019-08-18,51
2019-08-25,56
2019-09-01,56
2019-09-08,65
2019-09-15,66
2019-09-22,67
2019-09-29,65
2019-10-06,65
2019-10-13,62
2019-10-20,65
2019-10-27,62
2019-11-03,64
2019-11-10,62
2019-11-17,66
2019-11-24,44
2019-12-01,62
2019-12-08,62
2019-12-15,55
2019-12-22,35
2019-12-29,37
2020-01-05,54
2020-01-12,56
2020-01-19,55
2020-01-26,59
2020-02-02,58
2020-02-09,58
2020-02-16,54
2020-02-23,60
2020-03-01,59
2020-03-08,58
2020-03-15,58
2020-03-22,65
2020-03-29,69
2020-04-05,64
2020-04-12,64
2020-04-19,67
2020-04-26,100
2020-05-03,91
2020-05-10,60
2020-05-17,56
2020-05-24,35
